age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
63,Private,220978,Bachelors,9,Married-civ-spouse,Sales,Own-child,White,Female,0,0,45,United-States,<=50K
26,Private,314659,HS-grad,3,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K
23,Local-gov,99254,7th-8th,10,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,35,United-States,<=50K
47,Private,90907,Some-college,13,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
47,,224793,9th,4,Separated,Handlers-cleaners,Own-child,Black,Female,2463,0,70,United-States,>50K
51,Private,389765,HS-grad,14,Divorced,Craft-repair,Unmarried,White,Male,7430,0,50,United-States,>50K
58,Private,538822,Masters,13,Widowed,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K
53,Private,178748,HS-grad,10,Married-spouse-absent,Prof-specialty,Husband,White,Male,4650,0,40,United-States,<=50K
25,Private,289116,HS-grad,11,Divorced,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
31,Local-gov,50442,Some-college,10,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,0,0,25,United-States,<=50K
37,Private,208725,Some-college,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,152951,Masters,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,325171,Some-college,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,>50K
31,Private,557082,Some-college,11,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,Private,245305,10th,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,42,United-States,>50K
52,Without-pay,198262,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,<=50K
44,Private,131808,Doctorate,9,Divorced,Other-service,Husband,White,Male,0,0,32,United-States,<=50K
31,Private,133025,10th,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
37,Private,267790,Some-college,11,Divorced,Craft-repair,Other-relative,White,Male,0,0,30,United-States,>50K
40,Self-emp-not-inc,110684,HS-grad,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,Federal-gov,147270,Masters,6,Divorced,Protective-serv,Unmarried,White,Female,0,0,40,United-States,<=50K
52,Self-emp-not-inc,172822,Bachelors,10,Separated,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
22,Private,52262,Some-college,13,Never-married,,Not-in-family,White,Male,0,0,40,United-States,>50K
40,Private,255004,Prof-school,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
62,Private,394927,Prof-school,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,25,United-States,<=50K
29,Private,47276,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Private,270973,Bachelors,4,Divorced,Transport-moving,Husband,White,Male,0,0,10,United-States,<=50K
30,Self-emp-not-inc,121718,Masters,11,Divorced,Prof-specialty,Husband,White,Male,4064,0,35,United-States,<=50K
20,Private,229895,HS-grad,9,Divorced,Sales,Own-child,White,Male,914,0,60,United-States,<=50K
21,Private,136331,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,42,United-States,>50K
30,Private,82622,Some-college,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
52,Private,238184,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Male,0,0,55,United-States,<=50K
37,Private,163870,Bachelors,4,Never-married,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
38,Private,117523,Assoc-voc,9,Never-married,Craft-repair,Unmarried,Black,Male,0,0,20,United-States,<=50K
38,Private,314913,Some-college,9,Widowed,Adm-clerical,Husband,White,Female,0,0,45,United-States,<=50K
45,Private,388496,Some-college,13,Divorced,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
45,State-gov,389932,HS-grad,7,Divorced,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
69,,160594,HS-grad,10,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K
68,Self-emp-inc,108604,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,Private,141308,Bachelors,10,Never-married,Tech-support,Wife,White,Male,0,0,50,United-States,>50K
40,State-gov,181020,HS-grad,7,Widowed,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
38,Local-gov,123983,Masters,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
47,Private,174865,Some-college,9,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,8614,0,40,United-States,<=50K
22,Private,141877,Bachelors,10,Married-civ-spouse,Prof-specialty,Own-child,Black,Male,0,0,40,United-States,<=50K
43,Private,22418,Some-college,5,Married-civ-spouse,Other-service,Husband,White,Female,0,0,60,United-States,<=50K
39,Private,144301,11th,7,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,Mexico,<=50K
38,Private,227986,HS-grad,9,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,6,United-States,<=50K
41,Private,160586,Some-college,9,Widowed,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
45,Private,213140,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,46,United-States,<=50K
41,Private,346253,10th,2,Separated,Craft-repair,Husband,White,Female,0,0,40,United-States,<=50K
25,Local-gov,85632,Bachelors,13,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States,<=50K
45,,33983,HS-grad,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K
56,Private,167678,Some-college,9,Divorced,,Husband,White,Male,0,0,40,United-States,>50K
48,Self-emp-not-inc,239753,Some-college,10,Married-civ-spouse,Sales,Own-child,Black,Female,99999,0,10,United-States,<=50K
46,Self-emp-not-inc,153790,HS-grad,14,Never-married,Machine-op-inspct,Husband,Black,Female,0,0,60,United-States,>50K
27,Self-emp-not-inc,96866,HS-grad,13,Never-married,,Husband,Black,Female,0,0,24,United-States,>50K
21,Private,141445,Bachelors,5,Widowed,Craft-repair,Unmarried,White,Female,0,0,45,United-States,>50K
20,Private,319303,Some-college,3,Never-married,,Unmarried,White,Female,0,0,12,United-States,<=50K
63,Private,163985,9th,13,Married-spouse-absent,Farming-fishing,Own-child,White,Female,0,0,40,United-States,<=50K
18,Private,71864,Bachelors,3,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,45,United-States,<=50K
41,,247992,HS-grad,12,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,40,United-States,<=50K
49,Self-emp-inc,174717,Bachelors,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,38,United-States,<=50K
25,Private,258120,Some-college,9,Never-married,Machine-op-inspct,Husband,White,Female,0,0,40,United-States,<=50K
21,,216999,5th-6th,9,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,24,United-States,<=50K
49,Private,237920,Doctorate,16,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
35,Private,185452,Masters,10,Never-married,Machine-op-inspct,Unmarried,Black,Male,3103,0,50,United-States,<=50K
35,Private,229223,Bachelors,13,Married-civ-spouse,Transport-moving,Unmarried,White,Male,0,0,35,United-States,>50K
45,Self-emp-not-inc,85492,5th-6th,9,Never-married,Machine-op-inspct,Husband,White,Male,99999,0,50,United-States,>50K
18,Private,117802,Masters,7,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Private,198069,HS-grad,10,Divorced,Exec-managerial,Husband,White,Female,0,0,40,United-States,<=50K
51,Private,96678,HS-grad,7,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,50,United-States,<=50K
34,Private,134890,HS-grad,13,Never-married,Prof-specialty,Own-child,Black,Male,10520,0,40,United-States,<=50K
40,Private,168854,HS-grad,10,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
38,Self-emp-not-inc,190817,HS-grad,13,Never-married,Other-service,Own-child,White,Female,0,3770,40,United-States,<=50K
24,Private,124827,10th,5,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,>50K
56,Private,201495,11th,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,195411,Some-college,9,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,30,United-States,<=50K
28,Private,127768,Bachelors,15,Married-civ-spouse,Craft-repair,Unmarried,White,Female,7688,0,40,United-States,>50K
22,Local-gov,28848,11th,14,Married-civ-spouse,,Husband,White,Male,0,0,50,United-States,<=50K
50,Private,125159,Some-college,6,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
20,Private,155781,Bachelors,16,Divorced,Tech-support,Unmarried,Black,Male,0,0,35,United-States,<=50K
44,Private,334273,HS-grad,14,Never-married,Transport-moving,Husband,Black,Female,0,0,40,United-States,<=50K
40,Private,152874,Some-college,10,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,35,United-States,>50K
37,Local-gov,205822,HS-grad,14,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,35,United-States,<=50K
59,Private,234663,Masters,13,Married-civ-spouse,Other-service,Husband,White,Female,0,0,20,,<=50K
20,Private,166543,Some-college,6,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
41,,255503,HS-grad,12,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
40,Private,311446,Bachelors,6,Separated,Farming-fishing,Not-in-family,White,Male,0,2001,40,United-States,<=50K
44,Federal-gov,176897,Assoc-voc,9,Never-married,Machine-op-inspct,Husband,Black,Male,0,1740,40,United-States,<=50K
33,State-gov,189830,Doctorate,9,Married-civ-spouse,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
23,Private,183668,Some-college,7,Married-civ-spouse,Sales,Own-child,White,Male,0,0,40,Mexico,<=50K
48,Private,222756,HS-grad,15,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
72,Private,53373,Masters,9,Never-married,Craft-repair,Husband,White,Male,0,1602,35,United-States,>50K
21,Private,192773,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,20,United-States,>50K
26,Private,219762,Assoc-acdm,9,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,50,United-States,<=50K
43,Private,51543,10th,9,Married-spouse-absent,Prof-specialty,Unmarried,Black,Male,0,0,24,United-States,<=50K
19,Private,112497,Bachelors,6,Separated,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
38,Private,221791,HS-grad,9,Never-married,Sales,Own-child,White,Female,4931,0,40,United-States,<=50K
21,Private,190319,Some-college,14,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,<=50K
39,Private,22422,HS-grad,9,Never-married,Sales,Not-in-family,Black,Male,99999,0,40,United-States,<=50K
34,Private,408717,7th-8th,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
48,Private,83517,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,Mexico,<=50K
58,Private,123598,Assoc-voc,12,Married-civ-spouse,Farming-fishing,Wife,White,Male,0,0,40,United-States,<=50K
38,Private,214010,HS-grad,11,Never-married,Tech-support,Own-child,White,Male,0,0,40,Mexico,<=50K
28,Private,130856,HS-grad,15,Separated,,Not-in-family,White,Female,0,0,40,United-States,>50K
58,Self-emp-not-inc,177907,HS-grad,11,Never-married,Craft-repair,Unmarried,White,Male,0,0,56,United-States,>50K
18,Private,227429,10th,9,Divorced,Handlers-cleaners,Husband,Black,Female,0,0,40,United-States,<=50K
31,,197558,Some-college,9,Married-civ-spouse,Protective-serv,Husband,White,Female,0,0,30,United-States,<=50K
27,Private,39223,Some-college,14,Never-married,Sales,Own-child,White,Male,3103,0,35,United-States,<=50K
23,Private,174503,Masters,13,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
40,Private,138852,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,163434,HS-grad,9,Never-married,Farming-fishing,Husband,White,Male,0,0,45,United-States,<=50K
20,Private,148169,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,36,United-States,<=50K
24,Private,128814,10th,9,Widowed,Craft-repair,Not-in-family,White,Male,0,1579,45,United-States,<=50K
47,Private,80986,Some-college,14,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,>50K
68,Local-gov,61518,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,90,United-States,<=50K
42,Private,170214,11th,11,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,60,United-States,<=50K
28,Private,174592,Bachelors,6,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Female,0,0,48,United-States,>50K
38,Private,224520,HS-grad,9,Never-married,Prof-specialty,Unmarried,White,Male,5178,0,40,United-States,>50K
25,Private,137184,11th,9,Never-married,Adm-clerical,Husband,White,Male,0,0,20,United-States,>50K
19,,200496,HS-grad,14,Never-married,Tech-support,Husband,White,Male,0,0,60,United-States,<=50K
24,Private,117525,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,48,United-States,<=50K
30,Private,124507,HS-grad,7,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,15024,1902,40,United-States,<=50K
38,Private,367334,Assoc-voc,6,Widowed,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
17,Private,335973,Some-college,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
58,Private,127651,Some-college,9,Never-married,Prof-specialty,Husband,White,Female,0,0,40,United-States,>50K
28,Private,217807,Some-college,13,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,331615,Bachelors,12,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,50,United-States,<=50K
38,Private,253914,Bachelors,11,Never-married,Prof-specialty,Husband,White,Male,0,0,32,United-States,<=50K
19,Self-emp-not-inc,159008,HS-grad,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,10,United-States,<=50K
58,Private,123207,Masters,15,Never-married,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K
37,Private,378418,5th-6th,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,>50K
24,Federal-gov,108496,Doctorate,12,Widowed,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
59,Private,162187,11th,10,Married-civ-spouse,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0,0,25,United-States,<=50K
32,Private,114770,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,45,United-States,<=50K
36,State-gov,111499,Assoc-acdm,9,Never-married,Sales,Own-child,White,Female,3818,0,40,United-States,<=50K
61,Private,282660,Some-college,10,Never-married,Exec-managerial,Husband,Black,Male,0,0,40,United-States,<=50K
53,Private,133696,Some-college,9,Widowed,Protective-serv,Husband,White,Female,0,880,25,United-States,<=50K
77,Private,121718,Bachelors,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,>50K
53,Private,125249,HS-grad,13,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,40,United-States,>50K
24,Private,261059,HS-grad,9,Never-married,Adm-clerical,Husband,White,Male,0,0,50,United-States,<=50K
74,Private,240027,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,2885,0,40,United-States,<=50K
46,,55636,HS-grad,9,Never-married,,Own-child,White,Female,0,0,35,United-States,<=50K
52,Private,362912,Bachelors,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
18,Private,159187,HS-grad,7,Divorced,Exec-managerial,Unmarried,White,Male,0,0,42,United-States,<=50K
55,Private,233369,Assoc-voc,9,Separated,Exec-managerial,Own-child,White,Female,0,0,54,United-States,<=50K
19,Private,199501,Bachelors,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,72,United-States,>50K
27,Private,147258,HS-grad,9,Divorced,Handlers-cleaners,Wife,White,Male,0,0,45,United-States,<=50K
48,Private,112812,Some-college,13,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,>50K
31,Local-gov,212888,Some-college,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K
24,Self-emp-not-inc,433330,HS-grad,15,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,30,United-States,>50K
63,Private,221915,Masters,9,Married-civ-spouse,,Not-in-family,White,Female,4650,0,40,United-States,<=50K
48,Local-gov,138845,Bachelors,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,<=50K
36,,35034,Some-college,10,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Self-emp-not-inc,392502,Bachelors,9,Never-married,Craft-repair,Husband,White,Male,0,2547,40,United-States,<=50K
82,Local-gov,139906,Masters,6,Married-civ-spouse,Sales,Other-relative,White,Male,0,2057,40,United-States,<=50K
46,Private,197189,HS-grad,9,Divorced,Protective-serv,Own-child,White,Female,0,0,40,United-States,<=50K
43,Private,195918,HS-grad,9,Never-married,Exec-managerial,Husband,White,Female,0,0,40,United-States,<=50K
81,Private,117496,HS-grad,9,Divorced,Prof-specialty,Husband,White,Female,0,0,45,United-States,<=50K
43,,183011,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,45,United-States,>50K
76,Private,154174,Some-college,7,Married-civ-spouse,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
28,Self-emp-inc,311311,Bachelors,12,Never-married,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K
21,Self-emp-not-inc,126954,Assoc-voc,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,30,United-States,<=50K
70,,141545,HS-grad,6,Never-married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
43,Self-emp-not-inc,87487,HS-grad,9,Never-married,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
29,Federal-gov,147340,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,>50K
32,Self-emp-inc,199244,9th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
71,,144872,Some-college,10,Married-civ-spouse,,Husband,White,Male,6514,0,40,United-States,>50K
24,Private,303440,Assoc-voc,10,Divorced,Transport-moving,Not-in-family,White,Male,0,2415,40,United-States,<=50K
65,Private,170099,Bachelors,10,Married-civ-spouse,,Husband,White,Female,0,0,35,United-States,<=50K
41,Private,103580,9th,4,Widowed,Sales,Husband,Black,Male,0,0,50,United-States,>50K
41,Private,369131,HS-grad,13,Never-married,Prof-specialty,Husband,White,Male,0,0,42,United-States,>50K
25,Private,226135,Bachelors,13,Never-married,,Not-in-family,Black,Male,0,0,45,United-States,>50K
42,Self-emp-inc,46395,Bachelors,9,Divorced,Sales,Own-child,White,Female,0,0,17,United-States,>50K
39,Private,201011,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,<=50K
51,Private,63000,Some-college,13,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
72,Private,173255,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,105188,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,>50K
24,Private,36218,5th-6th,10,Never-married,Handlers-cleaners,Husband,White,Female,0,0,40,United-States,<=50K
52,Private,165726,10th,11,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,48,United-States,>50K
51,Self-emp-not-inc,86872,Some-college,7,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
22,Local-gov,226129,Some-college,10,Never-married,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K
42,Private,116539,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
18,Private,266780,Bachelors,4,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States,>50K
28,Private,160120,Some-college,14,Never-married,,Unmarried,White,Female,0,0,40,United-States,<=50K
33,Private,164970,Some-college,13,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,40,United-States,<=50K
18,Private,314007,Bachelors,13,Married-civ-spouse,Other-service,Not-in-family,White,Male,99999,0,12,United-States,>50K
20,Private,166527,Some-college,10,Never-married,Adm-clerical,Own-child,Other,Female,0,0,20,United-States,<=50K
22,Federal-gov,174839,Some-college,9,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,50,United-States,<=50K
36,Private,171215,HS-grad,10,Married-civ-spouse,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K
21,Private,286419,HS-grad,9,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,60,United-States,>50K
24,Private,331651,9th,13,Never-married,Handlers-cleaners,Husband,White,Female,0,0,20,United-States,<=50K
27,,269474,Bachelors,10,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,1977,20,United-States,<=50K
35,,101214,Bachelors,6,Never-married,Adm-clerical,Husband,White,Male,0,2444,40,United-States,<=50K
30,Private,90406,11th,14,Married-civ-spouse,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
63,Self-emp-inc,100009,HS-grad,11,Married-civ-spouse,Other-service,Wife,White,Male,0,0,55,United-States,>50K
17,Private,300623,Masters,9,Never-married,Sales,Husband,White,Female,0,0,40,United-States,<=50K
27,State-gov,96080,HS-grad,13,Married-civ-spouse,Sales,Husband,White,Male,0,2002,72,United-States,<=50K
32,Private,206520,11th,10,Separated,Other-service,Own-child,White,Male,0,0,38,United-States,<=50K
24,Private,195488,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,0,0,36,United-States,<=50K
46,,325596,Some-college,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2001,43,United-States,<=50K
32,Private,313929,Some-college,9,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K
43,,38389,HS-grad,9,Never-married,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K
54,Private,498325,Masters,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
34,Private,220631,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,50,,<=50K
37,Private,291494,Some-college,10,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
37,Private,77132,Bachelors,9,Divorced,,Own-child,White,Female,15024,0,45,United-States,>50K
44,Federal-gov,84053,9th,12,Married-civ-spouse,Sales,Own-child,White,Female,0,0,50,United-States,>50K
31,Self-emp-not-inc,178983,Some-college,9,Married-spouse-absent,Farming-fishing,Husband,White,Female,0,1977,20,United-States,>50K
27,Private,191983,7th-8th,10,Never-married,Transport-moving,Not-in-family,White,Female,0,0,40,United-States,<=50K
17,Self-emp-not-inc,201138,HS-grad,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
31,Private,426431,HS-grad,10,Married-civ-spouse,,Unmarried,White,Female,0,0,35,United-States,>50K
21,Federal-gov,188909,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,15,United-States,>50K
40,,182862,Some-college,9,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,15,United-States,<=50K
18,Private,237729,Some-college,10,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
69,Self-emp-not-inc,204516,Some-college,10,Divorced,Farming-fishing,Husband,Black,Male,0,0,4,United-States,<=50K
27,Private,102308,Assoc-voc,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,6,United-States,>50K
30,Private,40151,Assoc-voc,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
39,Private,182714,HS-grad,13,Never-married,Craft-repair,Husband,White,Female,0,0,40,United-States,<=50K
21,Self-emp-not-inc,35576,9th,9,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,40,United-States,>50K
28,Private,143046,Bachelors,6,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
28,Private,63000,Bachelors,8,Married-civ-spouse,Exec-managerial,Wife,Black,Male,0,0,40,United-States,<=50K
26,Self-emp-not-inc,222993,HS-grad,7,Married-civ-spouse,Transport-moving,Own-child,White,Female,0,0,40,United-States,<=50K
32,,127441,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,>50K
47,Private,205954,Assoc-acdm,13,Separated,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,376058,Assoc-voc,9,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,1887,84,United-States,<=50K
19,,111058,Some-college,6,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,60,United-States,<=50K
21,Private,187703,Prof-school,9,Never-married,Sales,Husband,White,Female,0,0,40,United-States,<=50K
42,Private,250040,Masters,9,Divorced,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
22,Private,204447,HS-grad,10,Divorced,Sales,Not-in-family,White,Female,15024,0,40,United-States,<=50K
22,Local-gov,30056,HS-grad,13,Never-married,Prof-specialty,Husband,White,Female,0,0,40,United-States,<=50K
40,Private,203849,Bachelors,10,Separated,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,<=50K
45,Private,233495,Assoc-acdm,13,Married-civ-spouse,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
28,Private,270147,Assoc-acdm,9,Never-married,Craft-repair,Wife,White,Male,13550,0,50,United-States,<=50K
62,Private,204277,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,165726,Assoc-voc,9,Widowed,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
19,Private,695411,Bachelors,14,Never-married,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K
34,Private,126614,HS-grad,9,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,45,,<=50K
60,Private,187411,12th,10,Divorced,,Not-in-family,White,Female,0,0,40,United-States,>50K
28,Private,190759,11th,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
36,Self-emp-not-inc,115677,HS-grad,13,Divorced,Machine-op-inspct,Husband,White,Female,0,0,50,United-States,<=50K
49,Private,175109,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,5178,0,40,United-States,>50K
59,,144778,11th,13,Divorced,Handlers-cleaners,Husband,White,Male,0,0,30,United-States,>50K
46,Local-gov,93639,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
37,Self-emp-not-inc,178356,HS-grad,13,Never-married,Transport-moving,Own-child,White,Female,0,0,40,United-States,<=50K
30,Private,65545,Assoc-acdm,13,Never-married,Adm-clerical,Husband,Black,Male,3103,0,40,United-States,>50K
41,Private,43311,HS-grad,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,<=50K
55,Private,201112,HS-grad,9,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,<=50K
